TrainNumber,RailwayOperator,OriginStation,DestinationStation,DepartureTime,ArrivalTime,Duration,Status,TicketPrice,TrainType,PlatformNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
TR8307,JR Central,Nagoya Station,Osaka Station,2023-04-05 07:07:00,2023-04-05 19:07:00,12:00:00,Delayed,159.41,Freight,P3,E,452,296,Fog,13
TR8308,JR Central,Tokyo Station,Osaka Station,2023-11-20 14:15:00,2023-11-20 20:15:00,6:00:00,Cancelled,111.67,Intercity,P14,B,168,62,Rain,10
TR8309,Via Rail,Ottawa Station,Vancouver Pacific,2023-08-18 19:36:00,2023-08-19 02:36:00,7:00:00,Cancelled,175.7,High-Speed,P7,D,450,442,Clear,20
TR8310,Amtrak,San Francisco 4th,Chicago Union,2023-04-01 18:45:00,2023-04-02 06:45:00,12:00:00,Cancelled,46.59,High-Speed,P18,B,108,229,Clear,8
TR8311,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-11-14 07:20:00,2023-11-14 11:20:00,4:00:00,Delayed,166.6,Metro,P15,E,277,122,Snow,7
TR8312,Deutsche Bahn,Munich Hbf,Cologne Hbf,2023-01-29 16:34:00,2023-01-30 03:34:00,11:00:00,On Time,45.45,Passenger,P5,C,181,55,Storm,19
TR8313,Deutsche Bahn,Berlin Hbf,Munich Hbf,2023-06-07 19:17:00,2023-06-08 00:17:00,5:00:00,On Time,395.67,Passenger,P18,A,307,240,Clear,14
TR8314,Indian Railways,Mumbai CST,Howrah,2023-08-05 22:45:00,2023-08-06 02:45:00,4:00:00,Delayed,149.45,Passenger,P5,D,198,545,Rain,12
TR8315,Indian Railways,Bangalore City,Chennai Central,2023-09-21 10:51:00,2023-09-21 18:51:00,8:00:00,Delayed,259.13,High-Speed,P10,B,52,45,Clear,4
TR8316,Amtrak,Chicago Union,New York Penn,2023-09-11 21:40:00,2023-09-12 08:40:00,11:00:00,Cancelled,167.6,High-Speed,P3,E,221,82,Clear,16
TR8317,JR Central,Nagoya Station,Hiroshima Station,2023-08-31 07:17:00,2023-08-31 18:17:00,11:00:00,On Time,317.94,Passenger,P5,D,300,350,Fog,5
TR8318,Via Rail,Vancouver Pacific,Montreal Central,2023-07-24 06:50:00,2023-07-24 10:50:00,4:00:00,Delayed,51.48,Metro,P1,D,233,446,Snow,2
TR8319,Deutsche Bahn,Munich Hbf,Hamburg Hbf,2023-04-11 13:57:00,2023-04-11 17:57:00,4:00:00,Delayed,358.58,Freight,P7,A,114,143,Storm,4
TR8320,Indian Railways,Mumbai CST,Chennai Central,2023-06-25 15:19:00,2023-06-25 18:19:00,3:00:00,On Time,428.23,Metro,P18,B,179,408,Snow,14
TR8321,Deutsche Bahn,Frankfurt Hbf,Hamburg Hbf,2023-02-18 16:18:00,2023-02-18 20:18:00,4:00:00,Cancelled,137.95,High-Speed,P9,E,130,485,Snow,7
TR8322,Indian Railways,Mumbai CST,Delhi Junction,2023-11-16 00:15:00,2023-11-16 08:15:00,8:00:00,On Time,327.63,Intercity,P11,A,432,99,Clear,9
TR8323,Amtrak,San Francisco 4th,New York Penn,2023-03-28 09:38:00,2023-03-28 19:38:00,10:00:00,Cancelled,336.58,High-Speed,P4,C,88,109,Fog,15
TR8324,Deutsche Bahn,Cologne Hbf,Berlin Hbf,2023-06-19 17:26:00,2023-06-20 00:26:00,7:00:00,Cancelled,477.7,High-Speed,P8,C,469,434,Rain,8
TR8325,Amtrak,San Francisco 4th,Boston South,2023-07-10 17:57:00,2023-07-10 23:57:00,6:00:00,Delayed,383.34,Metro,P19,C,317,348,Rain,17
TR8326,Deutsche Bahn,Berlin Hbf,Cologne Hbf,2023-02-04 22:06:00,2023-02-04 23:06:00,1:00:00,Delayed,257.67,Freight,P13,C,488,366,Snow,8
TR8327,JR East,Kyoto Station,Tokyo Station,2023-02-18 10:10:00,2023-02-18 17:10:00,7:00:00,On Time,100.57,Intercity,P9,A,382,359,Rain,19
TR8328,Via Rail,Ottawa Station,Calgary Station,2023-12-09 05:29:00,2023-12-09 07:29:00,2:00:00,Delayed,35.34,Passenger,P10,A,326,4,Clear,12
TR8329,Via Rail,Toronto Union,Montreal Central,2023-03-16 01:43:00,2023-03-16 12:43:00,11:00:00,On Time,12.44,Metro,P18,E,134,4,Fog,6
TR8330,Indian Railways,Chennai Central,Bangalore City,2023-07-12 20:06:00,2023-07-13 03:06:00,7:00:00,On Time,316.83,Freight,P18,A,414,23,Storm,13
TR8331,Indian Railways,Mumbai CST,Bangalore City,2023-10-14 06:15:00,2023-10-14 15:15:00,9:00:00,On Time,256.44,Freight,P16,C,442,167,Rain,5
TR8332,Via Rail,Ottawa Station,Montreal Central,2023-09-05 00:46:00,2023-09-05 11:46:00,11:00:00,On Time,145.79,Metro,P16,C,75,352,Storm,3
TR8333,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-03-02 20:19:00,2023-03-02 23:19:00,3:00:00,Cancelled,369.43,High-Speed,P2,C,212,109,Rain,8
TR8334,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-06-29 23:58:00,2023-06-30 05:58:00,6:00:00,Cancelled,301.05,Metro,P11,B,449,136,Clear,14
TR8335,Amtrak,Chicago Union,Los Angeles Union,2023-05-27 05:54:00,2023-05-27 14:54:00,9:00:00,Cancelled,96.77,Metro,P2,E,466,199,Storm,9
TR8336,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-12-03 03:17:00,2023-12-03 04:17:00,1:00:00,Delayed,66.87,Metro,P3,A,286,278,Fog,10
TR8337,Amtrak,Chicago Union,New York Penn,2023-09-04 04:26:00,2023-09-04 11:26:00,7:00:00,On Time,456.96,Passenger,P12,D,92,33,Fog,2
TR8338,Via Rail,Montreal Central,Vancouver Pacific,2023-04-27 13:41:00,,5:00:00,On Time,156.19,High-Speed,P19,B,102,104,Clear,10
TR8339,Amtrak,Los Angeles Union,New York Penn,invalid_date,2023-09-15 22:49:00,11:00:00,Cancelled,99.61,Intercity,P12,C,410,177,Clear,10
TR8340,Deutsche Bahn,Frankfurt Hbf,Berlin Hbf,2023-02-15 09:28:00,2023-02-15 10:28:00,1:00:00,Cancelled,211.79,Passenger,P17,A,346,145,Fog,10
TR8341,Amtrak,Los Angeles Union,New York Penn,2023-07-27 08:41:00,2023-07-27 14:41:00,6:00:00,On Time,90.96,Passenger,P2,E,103,148,Snow,14
TR8342,Deutsche Bahn,Hamburg Hbf,Munich Hbf,2023-04-12 04:11:00,2023-04-12 10:11:00,6:00:00,Cancelled,411.47,Freight,P1,B,479,23,Snow,4
TR8343,Deutsche Bahn,Frankfurt Hbf,Berlin Hbf,,2023-06-15 02:12:00,6:00:00,On Time,153.44,Passenger,P4,A,187,169,Storm,12
TR8344,Via Rail,Ottawa Station,Toronto Union,2023-11-30 14:11:00,2023-11-30 21:11:00,7:00:00,Delayed,13.54,Metro,P19,B,448,192,Rain,20
TR8345,Deutsche Bahn,Frankfurt Hbf,Cologne Hbf,2023-01-24 01:29:00,2023-01-24 02:29:00,1:00:00,Delayed,490.4,High-Speed,P14,A,365,370,Storm,11
TR8346,Indian Railways,Delhi Junction,Howrah,2023-12-30 05:38:00,2023-12-30 17:38:00,12:00:00,On Time,460.61,Intercity,P11,D,115,442,Storm,9
TR8347,Deutsche Bahn,Munich Hbf,Hamburg Hbf,2023-04-09 01:36:00,2023-04-09 06:36:00,5:00:00,On Time,380.38,Intercity,P20,C,414,71,Fog,4
TR8348,Indian Railways,Howrah,Mumbai CST,2023-05-13 06:36:00,2023-05-13 11:36:00,5:00:00,Delayed,183.68,Passenger,P6,A,325,445,Clear,10
TR8349,Amtrak,San Francisco 4th,Chicago Union,2023-05-31 12:45:00,2023-05-31 17:45:00,5:00:00,On Time,446.97,Intercity,P16,B,98,405,Rain,14
TR8350,Via Rail,Vancouver Pacific,Calgary Station,2023-06-15 22:01:00,2023-06-16 04:01:00,6:00:00,Cancelled,157.29,Passenger,P12,B,400,168,Fog,15
TR8351,Amtrak,New York Penn,San Francisco 4th,2023-11-25 22:48:00,2023-11-26 09:48:00,11:00:00,Delayed,70.78,Intercity,P6,E,377,183,Snow,12
TR8352,Amtrak,Chicago Union,Los Angeles Union,invalid_date,2023-06-27 09:24:00,12:00:00,On Time,419.83,Intercity,P8,B,172,433,Storm,11
TR8353,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-02-28 03:42:00,2023-02-28 13:42:00,10:00:00,Cancelled,83.38,High-Speed,P3,E,84,211,Clear,11
TR8354,Via Rail,Ottawa Station,Vancouver Pacific,2023-08-26 22:47:00,2023-08-27 02:47:00,4:00:00,Cancelled,443.09,Freight,P20,E,493,464,Clear,18
TR8355,Via Rail,Calgary Station,Vancouver Pacific,2023-04-25 20:20:00,2023-04-26 01:20:00,5:00:00,On Time,444.37,Freight,P4,B,218,481,Clear,19
TR8356,JR East,Hiroshima Station,Nagoya Station,2023-08-30 14:22:00,2023-08-30 15:22:00,1:00:00,Cancelled,452.88,Passenger,P3,A,492,195,Rain,8
TR8357,Deutsche Bahn,Cologne Hbf,Frankfurt Hbf,2023-11-12 03:59:00,2023-11-12 15:59:00,12:00:00,On Time,410.17,Freight,P9,D,371,531,Rain,5
TR8358,Via Rail,Ottawa Station,Montreal Central,2023-03-19 22:31:00,2023-03-20 06:31:00,8:00:00,On Time,404.07,Freight,P13,B,399,318,Clear,10
TR8359,Via Rail,Vancouver Pacific,Ottawa Station,2023-12-09 18:53:00,2023-12-09 20:53:00,2:00:00,Delayed,313.34,Passenger,P17,C,104,331,Clear,5
TR8360,Amtrak,Chicago Union,Boston South,2023-07-17 05:52:00,2023-07-17 09:52:00,4:00:00,Delayed,78.38,Metro,P4,E,306,342,Clear,7
TR8361,Indian Railways,Delhi Junction,Howrah,2023-06-30 07:15:00,2023-06-30 17:15:00,10:00:00,On Time,149.2,Intercity,P1,E,465,478,Rain,5
TR8362,JR Central,Osaka Station,Nagoya Station,2023-10-16 16:33:00,2023-10-17 04:33:00,12:00:00,Delayed,455.4,Freight,P13,A,363,133,Storm,9
TR8363,Via Rail,Montreal Central,Vancouver Pacific,2023-10-16 12:57:00,2023-10-16 15:57:00,3:00:00,On Time,450.84,High-Speed,P16,D,70,46,Fog,13
TR8364,JR Central,Nagoya Station,Hiroshima Station,2023-01-24 23:00:00,2023-01-25 00:00:00,1:00:00,Delayed,404.39,Metro,P2,D,343,1,Snow,20
TR8365,Indian Railways,Delhi Junction,Howrah,2023-09-25 19:18:00,2023-09-26 01:18:00,6:00:00,On Time,159.72,Metro,P2,E,298,80,Snow,16
TR8366,Amtrak,Chicago Union,New York Penn,2023-06-10 10:44:00,2023-06-10 17:44:00,7:00:00,On Time,134.13,Intercity,P11,B,202,64,Snow,17
TR8367,Indian Railways,Chennai Central,Howrah,2023-10-22 04:05:00,2023-10-22 07:05:00,3:00:00,Delayed,141.37,Passenger,P19,A,245,311,Fog,4
TR8368,Deutsche Bahn,Berlin Hbf,Hamburg Hbf,2023-07-26 19:50:00,2023-07-26 22:50:00,3:00:00,Delayed,183.27,Freight,P10,A,434,361,Storm,8
TR8369,Amtrak,San Francisco 4th,Boston South,2023-06-11 04:16:00,2023-06-11 11:16:00,7:00:00,On Time,195.61,Intercity,P14,E,385,276,Rain,11
TR8370,Amtrak,Los Angeles Union,Boston South,2023-04-30 02:47:00,2023-04-30 04:47:00,2:00:00,On Time,476.17,Passenger,P8,B,404,37,Storm,4
TR8371,Amtrak,New York Penn,San Francisco 4th,2023-08-13 20:08:00,2023-08-14 01:08:00,5:00:00,Cancelled,315.15,Freight,P9,E,216,14,Snow,5
TR8372,JR Central,Tokyo Station,Nagoya Station,2023-07-23 16:34:00,2023-07-23 18:34:00,2:00:00,Cancelled,337.77,Passenger,P7,A,232,259,Rain,10
TR8373,Deutsche Bahn,Munich Hbf,Berlin Hbf,2023-11-10 02:03:00,2023-11-10 03:03:00,1:00:00,On Time,443.41,High-Speed,P15,E,314,447,Rain,20
TR8374,JR Central,Hiroshima Station,Tokyo Station,2023-12-08 14:40:00,2023-12-08 16:40:00,2:00:00,On Time,364.11,Metro,P10,E,474,362,Snow,16
TR8375,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-11-29 17:02:00,2023-11-29 18:02:00,1:00:00,Delayed,466.3,Intercity,P8,D,482,497,Storm,5
TR8376,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-05-20 17:33:00,2023-05-21 00:33:00,7:00:00,On Time,442.21,Metro,P10,D,265,302,Fog,12
TR8377,Indian Railways,Delhi Junction,Howrah,2023-11-06 00:58:00,2023-11-06 03:58:00,3:00:00,Delayed,437.47,Passenger,P16,A,394,164,Rain,4
TR8378,Indian Railways,Mumbai CST,Delhi Junction,2023-02-13 21:25:00,2023-02-14 04:25:00,7:00:00,Delayed,234.67,Intercity,P16,E,64,491,Clear,6
TR8379,Indian Railways,Chennai Central,Bangalore City,2023-06-23 09:15:00,2023-06-23 21:15:00,12:00:00,Cancelled,372.89,Passenger,P10,C,368,509,Rain,8
TR8380,Indian Railways,Mumbai CST,Delhi Junction,2023-09-27 23:43:00,2023-09-28 11:43:00,12:00:00,Delayed,179.19,Metro,P4,A,245,361,Snow,8
TR8381,Deutsche Bahn,Cologne Hbf,Berlin Hbf,2023-03-15 07:17:00,,1:00:00,Delayed,225.72,Passenger,P16,A,179,520,Clear,17
TR8382,Indian Railways,Delhi Junction,Bangalore City,2023-02-19 13:52:00,2023-02-19 20:52:00,7:00:00,Cancelled,119.25,Intercity,P5,C,421,315,Storm,2
TR8383,Deutsche Bahn,Cologne Hbf,Berlin Hbf,2023-02-03 04:00:00,2023-02-03 15:00:00,11:00:00,Cancelled,238.86,High-Speed,P1,D,51,171,Snow,18
TR8384,Amtrak,San Francisco 4th,Boston South,2023-02-18 18:45:00,2023-02-19 03:45:00,9:00:00,Delayed,381.81,Passenger,P4,B,377,359,Snow,16
TR8385,JR East,Tokyo Station,Hiroshima Station,2023-10-27 08:31:00,2023-10-27 18:31:00,10:00:00,Delayed,199.01,Metro,P4,A,428,515,Rain,6
TR8386,Via Rail,Vancouver Pacific,Ottawa Station,2023-11-08 21:00:00,2023-11-09 03:00:00,6:00:00,Delayed,399.85,Intercity,P16,E,87,188,Rain,9
TR8387,Via Rail,Montreal Central,Ottawa Station,2023-07-15 02:39:00,2023-07-15 05:39:00,3:00:00,Cancelled,215.7,High-Speed,P9,B,236,239,Rain,6
TR8388,Indian Railways,Delhi Junction,Chennai Central,2023-05-01 09:02:00,2023-05-01 19:02:00,10:00:00,On Time,277.38,Freight,P14,E,119,401,Snow,17
TR8389,JR Central,Nagoya Station,Hiroshima Station,2023-08-15 18:49:00,2023-08-15 22:49:00,4:00:00,Delayed,409.22,Intercity,P7,D,233,534,Clear,16
TR8390,Indian Railways,Mumbai CST,Bangalore City,2023-02-21 17:45:00,2023-02-21 20:45:00,3:00:00,Delayed,27.72,Metro,P3,B,393,288,Clear,4
TR8391,Via Rail,Vancouver Pacific,Ottawa Station,2023-05-08 16:52:00,2023-05-08 17:52:00,1:00:00,Delayed,285.59,High-Speed,P6,B,280,120,Rain,2
TR8392,Amtrak,San Francisco 4th,Chicago Union,2023-04-23 04:55:00,2023-04-23 13:55:00,9:00:00,Delayed,404.8,High-Speed,P11,C,213,327,Fog,7
TR8393,Indian Railways,Howrah,Mumbai CST,2023-01-19 08:00:00,2023-01-19 20:00:00,12:00:00,On Time,355.95,Freight,P5,C,179,374,Fog,20
TR8394,JR East,Kyoto Station,Nagoya Station,2023-07-01 07:13:00,2023-07-01 10:13:00,3:00:00,On Time,291.66,High-Speed,P7,E,343,318,Storm,10
TR8395,Deutsche Bahn,Hamburg Hbf,Frankfurt Hbf,2023-04-19 12:41:00,2023-04-19 23:41:00,11:00:00,Delayed,155.73,Metro,P3,D,151,360,Fog,18
TR8396,Amtrak,San Francisco 4th,Chicago Union,2023-08-12 06:53:00,2023-08-12 14:53:00,8:00:00,Cancelled,422.26,Metro,P12,D,445,199,Clear,17
TR8397,Amtrak,New York Penn,Los Angeles Union,2023-07-14 12:13:00,2023-07-14 22:13:00,10:00:00,Delayed,26.15,Passenger,P6,B,116,146,Fog,15
TR8398,Deutsche Bahn,Munich Hbf,Frankfurt Hbf,2023-02-09 13:33:00,2023-02-09 20:33:00,7:00:00,Delayed,78.51,Passenger,P14,D,96,280,Rain,7
TR8399,Amtrak,Chicago Union,San Francisco 4th,2023-11-01 08:48:00,2023-11-01 15:48:00,7:00:00,Delayed,72.14,High-Speed,P8,A,245,519,Fog,16
TR8400,JR East,Osaka Station,Hiroshima Station,2023-11-30 03:17:00,2023-11-30 06:17:00,3:00:00,On Time,32.63,Passenger,P10,B,424,342,Snow,7
TR8401,Via Rail,Ottawa Station,Toronto Union,2023-02-09 06:46:00,2023-02-09 17:46:00,11:00:00,Delayed,38.19,Intercity,P6,A,396,98,Rain,5
TR8402,Deutsche Bahn,Frankfurt Hbf,Berlin Hbf,2023-06-08 19:10:00,2023-06-08 22:10:00,3:00:00,Cancelled,334.57,Freight,P7,B,128,27,Storm,9
TR8403,Indian Railways,Delhi Junction,Chennai Central,2023-02-01 09:26:00,2023-02-01 13:26:00,4:00:00,On Time,473.99,Passenger,P8,E,135,68,Snow,3
TR8404,Via Rail,Vancouver Pacific,Calgary Station,2023-02-07 12:22:00,2023-02-07 15:22:00,3:00:00,Delayed,72.79,Metro,P20,C,130,524,Snow,12
TR8405,JR Central,Osaka Station,Nagoya Station,2023-09-10 14:38:00,2023-09-10 17:38:00,3:00:00,Cancelled,418.1,Freight,P6,A,369,496,Storm,10
TR8406,Amtrak,Chicago Union,San Francisco 4th,2023-08-27 06:01:00,2023-08-27 16:01:00,10:00:00,On Time,122.73,Passenger,P7,A,404,261,Rain,20
TR8407,Via Rail,Vancouver Pacific,Calgary Station,2023-01-01 10:39:00,2023-01-01 16:39:00,6:00:00,Cancelled,204.5,Intercity,P7,E,324,414,Clear,18
TR8408,Indian Railways,Bangalore City,Chennai Central,2023-01-25 21:23:00,2023-01-26 05:23:00,8:00:00,Delayed,69.92,Freight,P12,D,251,545,Clear,9
TR8409,JR Central,Nagoya Station,Kyoto Station,2023-01-21 00:07:00,2023-01-21 01:07:00,1:00:00,On Time,296.13,Freight,P12,E,327,300,Rain,19
TR8410,Indian Railways,Chennai Central,Delhi Junction,2023-01-06 21:59:00,2023-01-07 02:59:00,5:00:00,On Time,424.31,Metro,P7,B,329,303,Snow,20
TR8411,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-01-28 00:49:00,2023-01-28 03:49:00,3:00:00,On Time,453.79,Freight,P19,B,338,186,Fog,4
TR8412,Indian Railways,Delhi Junction,Bangalore City,2023-04-20 02:44:00,2023-04-20 11:44:00,9:00:00,Delayed,248.94,Passenger,P13,C,463,477,Storm,4
TR8413,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-02-14 14:29:00,2023-02-14 20:29:00,6:00:00,Delayed,191.19,High-Speed,P5,D,249,286,Rain,19
TR8414,Via Rail,Montreal Central,Ottawa Station,2023-11-25 08:33:00,2023-11-25 11:33:00,3:00:00,On Time,371.89,Passenger,P3,A,291,343,Snow,15
TR8415,Via Rail,Montreal Central,Vancouver Pacific,2023-12-07 00:25:00,2023-12-07 11:25:00,11:00:00,On Time,235.28,Passenger,P15,C,175,488,Clear,19
TR8416,JR Central,Tokyo Station,Osaka Station,2023-04-18 10:52:00,2023-04-18 22:52:00,12:00:00,Delayed,421.87,Freight,P15,C,312,80,Clear,17
TR8417,Amtrak,San Francisco 4th,Boston South,2023-05-15 09:44:00,2023-05-15 17:44:00,8:00:00,Cancelled,53.98,Intercity,P7,C,165,23,Clear,15
TR8418,Indian Railways,Chennai Central,Delhi Junction,2023-01-03 00:18:00,2023-01-03 02:18:00,2:00:00,Cancelled,131.09,Metro,P10,E,401,523,Snow,4
TR8419,Via Rail,Toronto Union,Calgary Station,2023-10-14 15:18:00,2023-10-15 00:18:00,9:00:00,On Time,479.14,Intercity,P7,A,347,196,Rain,18
TR8420,Indian Railways,Mumbai CST,Bangalore City,2023-04-29 23:04:00,2023-04-30 06:04:00,7:00:00,Delayed,51.86,Freight,P1,B,159,392,Rain,15
TR8421,JR Central,Kyoto Station,Tokyo Station,2023-04-22 21:56:00,2023-04-23 04:56:00,7:00:00,On Time,212.53,Passenger,P11,C,122,463,Rain,8
TR8422,Indian Railways,Howrah,Chennai Central,2023-03-01 08:44:00,2023-03-01 16:44:00,8:00:00,On Time,260.39,High-Speed,P17,C,109,305,Fog,19
TR8423,Amtrak,New York Penn,Los Angeles Union,2023-11-09 08:03:00,2023-11-09 14:03:00,6:00:00,Cancelled,465.34,Intercity,P19,A,447,473,Fog,17
TR8424,Indian Railways,Delhi Junction,Howrah,2023-05-11 10:54:00,2023-05-11 22:54:00,12:00:00,Delayed,188.37,Freight,P8,C,254,543,Snow,4
TR8425,Via Rail,Montreal Central,Calgary Station,2023-12-30 11:58:00,2023-12-30 20:58:00,9:00:00,On Time,406.29,Freight,P15,C,146,355,Storm,14
TR8426,Via Rail,Vancouver Pacific,Ottawa Station,2023-03-21 02:49:00,2023-03-21 04:49:00,2:00:00,Delayed,364.12,Metro,P5,C,135,76,Clear,10
TR8427,Via Rail,,Calgary Station,2023-05-06 12:07:00,2023-05-06 21:07:00,9:00:00,Delayed,93.17,Freight,P5,D,383,370,Fog,8
TR8428,Indian Railways,Delhi Junction,Mumbai CST,invalid_date,2023-08-22 07:56:00,7:00:00,Cancelled,233.74,Metro,P13,B,276,52,Rain,9
TR8429,JR Central,Kyoto Station,Osaka Station,2023-08-30 03:29:00,2023-08-30 10:29:00,7:00:00,On Time,74.79,Metro,P9,D,296,187,Storm,8
TR8430,Deutsche Bahn,Munich Hbf,Frankfurt Hbf,2023-01-22 18:48:00,2023-01-22 21:48:00,3:00:00,Delayed,229.34,Metro,P1,C,101,499,Storm,17
TR8431,Deutsche Bahn,Hamburg Hbf,Berlin Hbf,2023-04-17 06:53:00,2023-04-17 15:53:00,9:00:00,On Time,235.85,High-Speed,P7,A,306,300,Fog,14
TR8432,Amtrak,New York Penn,Chicago Union,2023-10-26 23:11:00,2023-10-27 10:11:00,11:00:00,On Time,421.56,Freight,P14,C,373,70,Clear,15
TR8433,Deutsche Bahn,Cologne Hbf,Berlin Hbf,2023-04-15 05:17:00,2023-04-15 17:17:00,12:00:00,Cancelled,253.52,Metro,P19,D,269,45,Rain,18
TR8434,JR East,Hiroshima Station,Osaka Station,2023-03-04 06:51:00,2023-03-04 09:51:00,3:00:00,On Time,117.36,Intercity,P12,B,56,303,Snow,16
TR8435,Via Rail,Toronto Union,Calgary Station,2023-08-12 04:58:00,2023-08-12 09:58:00,5:00:00,Cancelled,224.62,Metro,P20,C,400,273,Fog,18
TR8436,Indian Railways,Howrah,Bangalore City,2023-08-18 12:55:00,2023-08-18 14:55:00,2:00:00,On Time,43.96,Passenger,P15,E,176,541,Clear,2
TR8437,JR East,Nagoya Station,Tokyo Station,2023-07-12 14:41:00,2023-07-12 20:41:00,6:00:00,Cancelled,469.75,Freight,P19,B,271,467,Rain,11
TR8438,JR Central,Tokyo Station,Hiroshima Station,2023-01-13 17:53:00,2023-01-13 19:53:00,2:00:00,On Time,174.01,Freight,P18,C,187,103,Clear,19
TR8439,Deutsche Bahn,Cologne Hbf,Frankfurt Hbf,2023-03-26 02:10:00,2023-03-26 12:10:00,10:00:00,On Time,164.42,Metro,P16,A,479,422,Storm,18
TR8440,Deutsche Bahn,Munich Hbf,Hamburg Hbf,2023-02-08 00:22:00,2023-02-08 12:22:00,12:00:00,Cancelled,196.35,Intercity,P11,D,390,142,Snow,8
TR8441,JR Central,Osaka Station,Nagoya Station,2023-05-29 05:04:00,2023-05-29 14:04:00,9:00:00,On Time,376.69,High-Speed,P9,D,405,2,Fog,15
TR8442,Via Rail,Montreal Central,Ottawa Station,2023-06-12 06:06:00,2023-06-12 11:06:00,5:00:00,Cancelled,177.98,Passenger,P18,A,492,425,Clear,8
TR8443,Amtrak,New York Penn,Boston South,2023-01-16 01:17:00,2023-01-16 02:17:00,1:00:00,Delayed,132.92,High-Speed,P18,C,467,117,Snow,19
TR8444,Amtrak,San Francisco 4th,New York Penn,2023-11-07 05:20:00,2023-11-07 10:20:00,5:00:00,On Time,151.51,Passenger,P6,A,208,79,Clear,17
TR8445,Deutsche Bahn,Cologne Hbf,Hamburg Hbf,2023-11-27 14:11:00,2023-11-27 15:11:00,1:00:00,Delayed,400.15,High-Speed,P3,D,438,235,Storm,10
TR8446,Deutsche Bahn,Berlin Hbf,Frankfurt Hbf,2023-07-24 01:49:00,2023-07-24 12:49:00,11:00:00,Cancelled,157.33,High-Speed,P1,E,449,324,Clear,17
TR8447,Amtrak,New York Penn,San Francisco 4th,2023-04-17 19:16:00,2023-04-18 01:16:00,6:00:00,Cancelled,99.87,Intercity,P1,D,239,157,Fog,18
TR8448,Indian Railways,Bangalore City,Mumbai CST,2023-06-08 22:21:00,2023-06-09 02:21:00,4:00:00,On Time,39.15,Freight,P11,B,473,401,Fog,3
TR8449,Indian Railways,Chennai Central,Delhi Junction,2023-09-21 04:14:00,2023-09-21 10:14:00,6:00:00,On Time,53.11,Metro,P18,A,184,78,Rain,12
TR8450,Deutsche Bahn,Berlin Hbf,,2023-11-22 15:24:00,2023-11-22 16:24:00,1:00:00,Delayed,235.48,Passenger,P11,C,305,70,Snow,16
TR8451,Deutsche Bahn,Cologne Hbf,Frankfurt Hbf,2023-10-03 09:41:00,2023-10-03 13:41:00,4:00:00,Cancelled,427.54,Metro,P1,D,198,152,Clear,7
TR8452,JR East,Tokyo Station,Nagoya Station,2023-09-26 07:56:00,2023-09-26 13:56:00,6:00:00,Cancelled,225.96,Passenger,P13,C,402,38,Fog,14
TR8453,Amtrak,San Francisco 4th,Los Angeles Union,2023-07-12 15:06:00,2023-07-12 20:06:00,5:00:00,Cancelled,243.64,Freight,P19,D,461,21,Clear,4
TR8454,Via Rail,Vancouver Pacific,Montreal Central,2023-10-11 16:27:00,2023-10-11 20:27:00,4:00:00,On Time,300.56,Freight,P20,E,247,335,Snow,4
TR8455,Amtrak,New York Penn,Boston South,2023-02-12 23:31:00,2023-02-13 11:31:00,12:00:00,Cancelled,283.8,Passenger,P1,D,137,43,Storm,20
TR8456,Via Rail,Ottawa Station,Toronto Union,2023-09-14 05:54:00,2023-09-14 07:54:00,2:00:00,On Time,378.73,Metro,P14,D,73,78,Storm,12
TR8457,Indian Railways,Delhi Junction,Howrah,2023-10-27 23:41:00,2023-10-28 05:41:00,6:00:00,On Time,245.39,Metro,P13,B,67,407,Storm,14
TR8458,JR East,Hiroshima Station,Tokyo Station,2023-05-14 01:41:00,2023-05-14 10:41:00,9:00:00,Delayed,444.23,High-Speed,P8,B,60,546,Storm,18
TR8459,JR Central,Osaka Station,Nagoya Station,2023-12-24 14:54:00,2023-12-24 22:54:00,8:00:00,Delayed,367.65,Intercity,P10,D,349,460,Fog,6
TR8460,Indian Railways,Bangalore City,Chennai Central,2023-02-09 17:28:00,2023-02-09 21:28:00,4:00:00,Cancelled,111.41,Intercity,P2,A,284,320,Storm,15
TR8461,Indian Railways,Howrah,Bangalore City,2023-01-08 19:16:00,2023-01-08 22:16:00,3:00:00,Cancelled,126.92,Intercity,P1,B,415,175,Rain,11
TR8462,Amtrak,New York Penn,Boston South,2023-12-26 02:16:00,2023-12-26 14:16:00,12:00:00,On Time,94.51,Metro,P19,D,450,532,Snow,8
TR8463,Amtrak,New York Penn,Chicago Union,2023-10-21 11:12:00,2023-10-21 23:12:00,12:00:00,On Time,441.67,High-Speed,P18,E,144,372,Clear,3
