FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount
DL289,American Airlines,SEA,MIA,2023-07-14 12:12:50,2023-07-14 13:09:50,0 days 00:57:00,On Time,151.37,Boeing 777,C13,International,376.0,371.0,Fog,6.0
JB4619,Alaska Airlines,SFO,JFK,2023-05-23 08:22:25,2023-05-23 10:29:25,0 days 02:07:00,Delayed,140.66,Bombardier CRJ900,A26,4,,172.0,Rain,15.0
AA8354,United,,ORD,2023-02-02 11:44:27,2023-02-02 17:00:27,0 days 05:16:00,Delayed,1427.57,Boeing 777,A20,International,194.0,137.0,Snow,15.0
AA3391,Delta,BOS,ORD,2023-01-20 19:20:16,2023-01-20 21:57:16,0 days 02:37:00,Delayed,991.36,Airbus A380,D22,4,171.0,87.0,Cloudy,11.0
DL4256,United,DFW,JFK,2023-08-17 16:04:57,2023-08-18 00:30:57,0 days 08:26:00,Cancelled,202.72,Boeing 737,D23,4,127.0,64.0,Clear,13.0
SW6442,American Airlines,BOS,MIA,2023-02-22 18:44:35,2023-02-22 21:34:35,0 days 02:50:00,Delayed,652.25,Embraer 190,A20,3,108.0,67.0,Rain,14.0
SW8775,Alaska Airlines,JFK,SFO,2023-09-30 16:45:28,2023-10-01 02:08:28,0 days 09:23:00,Delayed,296.28,Embraer 190,D18,3,331.0,263.0,Thunderstorm,13.0
SP4637,Alaska Airlines,BOS,ATL,2023-04-25 16:18:45,2023-04-25 21:29:45,0 days 05:11:00,Delayed,882.78,Bombardier CRJ900,B18,4,288.0,257.0,Cloudy,7.0
SP1487,Alaska Airlines,BOS,ATL,2023-11-11 00:15:57,2023-11-11 02:01:57,0 days 01:46:00,On Time,953.85,Airbus A380,D10,4,190.0,176.0,Fog,5.0
AS3464,American Airlines,MIA,SFO,2023-09-27 03:38:07,2023-09-27 11:52:07,,Cancelled,851.11,Embraer 190,D3,4,328.0,316.0,Fog,7.0
DL4027,United,LAX,MIA,2023-10-29 16:32:07,2023-10-29 22:19:07,0 days 05:47:00,Cancelled,201.8,Bombardier CRJ900,C4,3,142.0,132.0,Snow,13.0
AS824,Delta,JFK,DEN,2023-03-28 03:50:02,2023-03-28 08:49:02,0 days 04:59:00,Cancelled,621.93,Boeing 777,A29,International,147.0,98.0,Rain,10.0
DL1958,Alaska Airlines,SFO,JFK,2023-12-21 03:08:58,2023-12-21 09:25:58,0 days 06:17:00,On Time,74.58,Airbus A380,A4,4,306.0,298.0,Rain,15.0
AA9279,American Airlines,SEA,DEN,2023-01-26 16:28:05,2023-01-26 17:33:05,0 days 01:05:00,Delayed,1109.89,Airbus A320,A9,4,296.0,63.0,Rain,5.0
JB7967,JetBlue,DEN,JFK,2023-09-09 01:48:45,2023-09-09 03:59:45,0 days 02:11:00,Cancelled,461.68,Bombardier CRJ900,B26,International,355.0,189.0,Snow,12.0
SW3379,JetBlue,ORD,ATL,2023-12-16 04:09:02,2023-12-16 05:12:02,0 days 01:03:00,Cancelled,334.65,Airbus A380,C25,1,194.0,96.0,Clear,12.0
JB6217,American Airlines,ATL,SFO,2023-06-23 23:40:40,2023-06-24 03:48:40,0 days 04:08:00,Delayed,698.35,Airbus A320,A13,3,310.0,173.0,Clear,14.0
SP7280,Delta,JFK,ORD,2023-03-18 04:01:51,2023-03-18 05:22:51,0 days 01:21:00,Delayed,1381.02,Bombardier CRJ900,A7,4,177.0,64.0,Thunderstorm,8.0
,Spirit,DEN,BOS,2023-09-15 13:02:28,2023-09-15 13:35:28,0 days 00:33:00,On Time,287.93,Boeing 777,D10,2,235.0,209.0,Thunderstorm,9.0
JB4088,JetBlue,SEA,ORD,2023-09-29 08:12:40,2023-09-29 13:27:40,0 days 05:15:00,Cancelled,180.4,Boeing 737,B1,2,313.0,253.0,Fog,13.0
UA6769,Spirit,JFK,SEA,2023-07-17 18:51:14,2023-07-17 19:25:14,0 days 00:34:00,On Time,1319.85,Airbus A380,A19,3,124.0,65.0,Snow,14.0
JB1745,American Airlines,MIA,ORD,2023-02-08 02:31:30,2023-02-08 06:56:30,0 days 04:25:00,Delayed,1389.1,Embraer 190,C22,1,344.0,113.0,Cloudy,11.0
AS3065,American Airlines,DFW,DEN,2023-02-04 19:48:53,2023-02-05 02:44:53,0 days 06:56:00,Cancelled,719.56,Embraer 190,C10,3,124.0,55.0,Thunderstorm,9.0
AA7933,Alaska Airlines,MIA,DEN,2023-12-16 10:34:29,2023-12-16 18:53:29,0 days 08:19:00,Cancelled,1032.39,Airbus A380,A10,International,322.0,178.0,Rain,6.0
UA1503,Alaska Airlines,SFO,MIA,2023-10-26 00:03:14,2023-10-26 01:21:14,0 days 01:18:00,Cancelled,1172.23,Bombardier CRJ900,B1,International,268.0,244.0,Cloudy,10.0
UA1244,Southwest,BOS,JFK,2023-12-10 02:12:58,2023-12-10 08:50:58,0 days 06:38:00,Cancelled,1268.18,Bombardier CRJ900,B30,4,309.0,271.0,Fog,9.0
DL2826,Southwest,ORD,ATL,2023-09-12 15:32:41,2023-09-12 21:09:41,0 days 05:37:00,Delayed,539.21,Boeing 737,B25,4,361.0,160.0,Snow,11.0
UA9530,American Airlines,JFK,MIA,2023-01-17 21:03:34,2023-01-18 00:58:34,0 days 03:55:00,Delayed,524.02,Boeing 737,B15,1,338.0,51.0,Rain,
DL3053,Delta,SEA,LAX,2023-10-30 12:51:08,2023-10-30 17:51:08,0 days 05:00:00,Cancelled,454.99,Embraer 190,D24,4,220.0,171.0,,14.0
SW3075,,SEA,MIA,2023-09-04 04:30:09,2023-09-04 13:14:09,0 days 08:44:00,Cancelled,332.62,Embraer 190,D26,2,224.0,124.0,Clear,6.0
AA3214,American Airlines,JFK,LAX,2023-03-13 18:34:15,2023-03-13 21:52:15,0 days 03:18:00,Cancelled,1204.81,Boeing 777,D4,2,193.0,186.0,Thunderstorm,6.0
SP3733,Delta,DEN,,2023-11-28 22:20:19,2023-11-29 01:24:19,0 days 03:04:00,Delayed,544.31,Boeing 737,D5,3,132.0,84.0,Thunderstorm,14.0
DL7307,Spirit,MIA,JFK,2023-12-07 18:32:00,2023-12-07 22:14:00,0 days 03:42:00,Delayed,994.75,Airbus A320,C20,2,292.0,155.0,Thunderstorm,9.0
UA5251,JetBlue,,DEN,2023-04-09 06:47:13,2023-04-09 11:58:13,0 days 05:11:00,On Time,493.75,Airbus A320,D24,1,241.0,153.0,Cloudy,12.0
AS5267,JetBlue,ATL,DEN,2023-03-18 02:01:09,2023-03-18 11:12:09,0 days 09:11:00,Cancelled,479.15,Boeing 737,D25,1,202.0,130.0,Thunderstorm,6.0
JB2481,Southwest,LAX,DFW,2023-11-17 00:53:32,2023-11-17 03:13:32,0 days 02:20:00,On Time,319.15,Embraer 190,D10,4,395.0,194.0,Cloudy,13.0
UA1339,United,DFW,DEN,2023-09-24 16:06:28,2023-09-24 22:06:28,0 days 06:00:00,On Time,1205.24,Airbus A380,B11,International,139.0,117.0,Cloudy,5.0
AS5837,United,DFW,LAX,2023-07-09 06:04:01,2023-07-09 15:48:01,0 days 09:44:00,Cancelled,181.44,Boeing 737,A23,4,330.0,235.0,Cloudy,12.0
UA8307,United,JFK,ATL,2023-10-04 22:37:09,2023-10-05 05:00:09,0 days 06:23:00,Cancelled,1084.26,Boeing 737,C26,4,119.0,79.0,Cloudy,12.0
SP4132,United,DEN,SEA,2023-08-27 06:53:52,2023-08-27 08:40:52,0 days 01:47:00,Cancelled,959.87,Airbus A380,B7,2,387.0,143.0,Thunderstorm,7.0
AA7685,American Airlines,ATL,MIA,2023-11-29 07:35:43,2023-11-29 14:53:43,0 days 07:18:00,Cancelled,495.73,Bombardier CRJ900,C1,2,204.0,,Snow,7.0
SP9017,JetBlue,SEA,MIA,2023-04-24 15:04:47,2023-04-24 18:19:47,0 days 03:15:00,Cancelled,1254.84,Airbus A320,A3,4,366.0,144.0,Cloudy,6.0
DL2104,United,BOS,SFO,2023-06-06 16:03:11,2023-06-06 18:38:11,0 days 02:35:00,On Time,1199.52,Embraer 190,D11,1,356.0,272.0,Fog,6.0
SP4438,United,DFW,ATL,2023-01-06 12:07:43,2023-01-06 19:44:43,0 days 07:37:00,Cancelled,459.1,Embraer 190,B23,1,380.0,274.0,Rain,5.0
AA9709,Spirit,DFW,SFO,2023-06-22 09:26:16,2023-06-22 10:43:16,0 days 01:17:00,On Time,154.69,Embraer 190,D24,4,269.0,95.0,Thunderstorm,11.0
SW5761,United,ORD,BOS,2023-07-15 14:33:54,2023-07-15 15:47:54,0 days 01:14:00,Cancelled,544.12,Boeing 777,D23,International,117.0,101.0,Fog,14.0
AS4124,United,SEA,ATL,2023-04-09 23:38:30,2023-04-10 07:35:30,0 days 07:57:00,Delayed,1322.0,Boeing 737,C30,4,235.0,154.0,Rain,15.0
AA1255,Alaska Airlines,LAX,DFW,2023-04-26 06:55:54,2023-04-26 16:13:54,0 days 09:18:00,On Time,297.93,Boeing 737,D9,International,255.0,142.0,Clear,9.0
AA9185,JetBlue,SFO,DEN,2023-11-21 22:18:33,2023-11-22 03:54:33,0 days 05:36:00,On Time,719.41,Airbus A320,B18,4,171.0,124.0,Thunderstorm,15.0
DL5893,Spirit,DFW,LAX,2023-10-22 13:45:58,2023-10-22 22:52:58,0 days 09:07:00,On Time,385.42,Boeing 737,A4,1,180.0,177.0,Clear,
AA3727,United,ATL,BOS,2023-05-29 23:10:31,2023-05-30 09:05:31,0 days 09:55:00,Cancelled,1442.56,Boeing 777,A11,1,376.0,136.0,Snow,14.0
DL3120,Alaska Airlines,ATL,JFK,2023-05-05 08:18:16,2023-05-05 13:12:16,0 days 04:54:00,On Time,410.17,Bombardier CRJ900,C17,International,236.0,85.0,Snow,6.0
AA2209,Spirit,ATL,BOS,2023-07-24 07:56:12,2023-07-24 13:39:12,0 days 05:43:00,Delayed,228.88,Airbus A320,D29,4,281.0,246.0,Clear,7.0
DL6611,Alaska Airlines,ATL,JFK,2023-12-26 08:27:14,2023-12-26 12:11:14,0 days 03:44:00,Delayed,286.41,Boeing 737,D5,3,292.0,188.0,Thunderstorm,9.0
UA3522,United,LAX,SFO,2023-05-15 21:01:31,2023-05-16 05:51:31,0 days 08:50:00,Cancelled,1139.49,Boeing 737,B17,International,167.0,167.0,Rain,9.0
JB7078,Southwest,SEA,DEN,2023-06-25 14:05:50,2023-06-25 17:37:50,0 days 03:32:00,Delayed,252.88,Bombardier CRJ900,D15,4,219.0,50.0,Rain,9.0
DL5276,American Airlines,ORD,SEA,2023-09-26 05:56:05,2023-09-26 11:41:05,0 days 05:45:00,Delayed,629.49,Embraer 190,D5,2,175.0,97.0,Snow,5.0
SW6078,JetBlue,DFW,JFK,2023-09-16 16:57:19,2023-09-17 02:44:19,0 days 09:47:00,Delayed,384.21,Airbus A380,D12,1,269.0,238.0,Snow,8.0
SW9083,United,MIA,SEA,2023-12-20 22:10:48,2023-12-21 05:53:48,0 days 07:43:00,Cancelled,770.79,Airbus A380,B27,3,151.0,112.0,Cloudy,8.0
AA7488,United,DFW,ORD,2023-02-18 08:03:41,2023-02-18 10:03:41,0 days 02:00:00,Cancelled,1259.62,Embraer 190,C8,4,135.0,96.0,Cloudy,6.0
DL6004,Delta,LAX,SEA,2023-11-07 22:49:11,2023-11-08 03:04:11,0 days 04:15:00,Cancelled,219.91,Embraer 190,D6,2,210.0,66.0,Cloudy,13.0
SW2048,United,DFW,SFO,2023-09-10 03:13:25,2023-09-10 10:05:25,0 days 06:52:00,Delayed,485.19,Airbus A380,D7,2,186.0,128.0,Fog,14.0
SW4630,Spirit,DEN,MIA,2023-05-06 21:38:57,2023-05-07 02:59:57,0 days 05:21:00,On Time,747.71,Boeing 777,A29,2,329.0,257.0,Fog,12.0
AA4328,Alaska Airlines,SFO,DEN,2023-03-01 07:34:17,2023-03-01 14:03:17,0 days 06:29:00,On Time,402.54,Airbus A380,D3,3,361.0,94.0,Cloudy,8.0
AS8435,United,LAX,SFO,2023-12-10 01:32:12,2023-12-10 08:53:12,0 days 07:21:00,On Time,1233.58,Embraer 190,C26,International,233.0,83.0,Fog,15.0
AA440,JetBlue,JFK,LAX,2023-12-28 21:33:13,2023-12-28 23:50:13,0 days 02:17:00,Delayed,1370.76,Airbus A380,A27,3,235.0,112.0,Cloudy,7.0
AA6996,Delta,JFK,DFW,2023-10-16 20:48:14,,0 days 03:13:00,On Time,585.4,Bombardier CRJ900,A19,1,308.0,270.0,Thunderstorm,13.0
DL7321,Alaska Airlines,SEA,MIA,2023-04-03 23:29:24,2023-04-04 03:00:24,0 days 03:31:00,Delayed,939.5,Bombardier CRJ900,C19,3,330.0,90.0,Thunderstorm,5.0
JB8252,Southwest,SFO,ATL,2023-09-05 02:34:59,2023-09-05 03:07:59,0 days 00:33:00,Cancelled,158.21,Airbus A380,D28,International,322.0,290.0,Thunderstorm,12.0
SP8330,Alaska Airlines,DEN,SEA,2023-02-16 20:27:05,2023-02-17 02:25:05,0 days 05:58:00,Delayed,1088.51,Airbus A320,B26,International,106.0,87.0,Snow,11.0
UA2513,JetBlue,BOS,JFK,2023-01-01 21:50:31,2023-01-02 07:39:31,0 days 09:49:00,On Time,1354.16,Embraer 190,D18,4,176.0,82.0,Thunderstorm,9.0
AA5668,JetBlue,BOS,SEA,2023-10-08 23:53:01,2023-10-09 01:12:01,0 days 01:19:00,Cancelled,555.77,Airbus A320,A17,3,310.0,289.0,Clear,13.0
SW1767,Alaska Airlines,DFW,JFK,2023-09-06 13:08:15,2023-09-06 16:36:15,0 days 03:28:00,On Time,1389.95,Airbus A320,B10,2,331.0,297.0,Fog,15.0
UA5502,Spirit,DEN,SEA,2023-07-04 03:51:24,2023-07-04 05:52:24,0 days 02:01:00,Delayed,879.16,Bombardier CRJ900,D26,International,104.0,78.0,Fog,
SP6836,Southwest,JFK,MIA,2023-09-23 08:28:18,2023-09-23 17:50:18,0 days 09:22:00,Delayed,189.61,Boeing 737,D14,International,367.0,190.0,Thunderstorm,15.0
AA3829,Alaska Airlines,SFO,ATL,2023-11-14 14:51:26,2023-11-14 20:14:26,0 days 05:23:00,Cancelled,593.72,Boeing 777,D30,International,375.0,296.0,Snow,7.0
UA3166,American Airlines,SFO,SEA,2023-09-28 02:58:28,2023-09-28 06:02:28,0 days 03:04:00,On Time,1462.7,Airbus A320,D5,International,282.0,199.0,Snow,13.0
AS6541,Southwest,SFO,LAX,2023-08-12 21:42:51,2023-08-13 00:47:51,0 days 03:05:00,Delayed,190.68,Airbus A320,A11,3,397.0,283.0,Snow,15.0
AA5875,Spirit,DFW,SFO,2023-12-10 13:03:27,2023-12-10 22:40:27,0 days 09:37:00,Cancelled,710.17,Bombardier CRJ900,C7,4,176.0,108.0,Fog,10.0
AS4246,JetBlue,JFK,SFO,2023-07-19 19:04:17,2023-07-19 22:09:17,0 days 03:05:00,Cancelled,809.93,Boeing 737,D4,1,129.0,89.0,Clear,7.0
SW3798,United,ORD,SEA,2023-09-13 15:01:55,2023-09-13 22:47:55,0 days 07:46:00,On Time,1360.34,Airbus A380,C14,4,323.0,274.0,Rain,8.0
JB9080,Delta,SFO,MIA,2023-12-15 13:56:40,2023-12-15 17:40:40,0 days 03:44:00,On Time,389.31,Airbus A380,D10,International,400.0,82.0,Thunderstorm,14.0
AA9442,Delta,SEA,BOS,2023-02-14 00:33:21,2023-02-14 07:30:21,0 days 06:57:00,Delayed,650.46,Boeing 737,A3,2,109.0,93.0,Snow,5.0
SP7263,Southwest,DEN,LAX,2023-03-26 18:20:01,2023-03-27 01:42:01,0 days 07:22:00,On Time,1338.18,Bombardier CRJ900,B25,3,145.0,50.0,Fog,13.0
JB9361,American Airlines,SFO,JFK,2023-12-07 11:25:33,2023-12-07 13:36:33,0 days 02:11:00,On Time,980.14,Bombardier CRJ900,B27,3,344.0,291.0,Snow,6.0
SW9093,United,SEA,MIA,2023-05-10 20:23:35,2023-05-10 21:37:35,0 days 01:14:00,Cancelled,1139.4,Embraer 190,B15,International,101.0,50.0,Clear,6.0
JB9961,United,ATL,SEA,2023-02-28 09:57:46,2023-02-28 16:33:46,0 days 06:36:00,Cancelled,1412.22,Bombardier CRJ900,C12,4,368.0,200.0,Fog,13.0
UA6472,Spirit,ORD,ATL,2023-10-09 22:52:32,2023-10-09 23:54:32,0 days 01:02:00,Delayed,289.83,Airbus A380,D2,1,399.0,386.0,Snow,8.0
SP8527,United,SFO,MIA,,2023-03-29 06:39:06,0 days 07:57:00,Delayed,667.74,Boeing 737,C26,4,137.0,87.0,Clear,5.0
UA5052,Spirit,DEN,SEA,2023-12-06 02:10:35,2023-12-06 09:04:35,0 days 06:54:00,On Time,160.3,Airbus A320,B24,2,284.0,258.0,Fog,12.0
AA1465,JetBlue,LAX,DFW,2023-09-12 01:15:40,2023-09-12 04:44:40,0 days 03:29:00,Cancelled,58.2,Bombardier CRJ900,B5,2,168.0,150.0,Thunderstorm,10.0
UA3428,United,SFO,DFW,2023-12-25 11:15:12,2023-12-25 18:06:12,0 days 06:51:00,On Time,890.99,Airbus A320,C25,4,389.0,74.0,,6.0
DL9474,United,DFW,ORD,2023-11-04 23:09:53,2023-11-05 04:02:53,0 days 04:53:00,Cancelled,1027.62,Embraer 190,C27,2,286.0,177.0,Clear,10.0
AA9248,Southwest,SEA,MIA,2023-10-14 04:09:24,2023-10-14 06:33:24,0 days 02:24:00,Delayed,1124.82,Boeing 737,B29,4,163.0,66.0,Cloudy,15.0
UA5036,Spirit,DFW,LAX,2023-10-18 20:24:33,2023-10-18 23:44:33,0 days 03:20:00,Cancelled,592.66,Bombardier CRJ900,A19,International,133.0,133.0,Clear,14.0
UA2489,Delta,DFW,MIA,2023-08-10 19:36:21,2023-08-10 21:30:21,0 days 01:54:00,Delayed,790.1,Embraer 190,D22,2,268.0,50.0,Snow,10.0
DL1441,Alaska Airlines,LAX,SEA,2023-04-03 05:08:20,2023-04-03 08:47:20,0 days 03:39:00,,306.61,Bombardier CRJ900,B14,2,390.0,205.0,Rain,7.0
AS5375,Alaska Airlines,BOS,DEN,2023-11-06 22:47:02,2023-11-07 02:35:02,0 days 03:48:00,On Time,89.02,Airbus A320,A29,3,278.0,224.0,Rain,8.0
UA6214,Spirit,DEN,ATL,2023-10-02 12:51:03,2023-10-02 20:46:03,0 days 07:55:00,Delayed,1471.98,Airbus A380,,2,360.0,290.0,Cloudy,14.0
SW5565,American Airlines,DEN,BOS,2023-07-05 17:44:16,2023-07-06 00:56:16,0 days 07:12:00,Cancelled,108.13,Boeing 777,A24,3,298.0,213.0,Thunderstorm,10.0
DL3428,Spirit,JFK,DEN,2023-09-11 08:18:20,2023-09-11 11:17:20,0 days 02:59:00,Delayed,137.47,Boeing 777,A5,3,166.0,83.0,Clear,6.0
AS201,American Airlines,DEN,MIA,2023-01-15 10:22:53,2023-01-15 14:06:53,0 days 03:44:00,Cancelled,1362.25,Boeing 737,C20,International,381.0,232.0,Clear,10.0
UA6243,United,MIA,SEA,2023-12-29 11:31:08,2023-12-29 19:53:08,0 days 08:22:00,Cancelled,1159.57,Embraer 190,C17,4,265.0,73.0,Snow,9.0
AA6321,JetBlue,JFK,LAX,2023-03-31 23:32:59,2023-04-01 01:24:59,0 days 01:52:00,On Time,516.61,Airbus A380,A19,3,220.0,169.0,Snow,6.0
SW1053,Alaska Airlines,SEA,DEN,2023-03-19 06:15:08,2023-03-19 08:39:08,0 days 02:24:00,On Time,998.38,Bombardier CRJ900,D9,1,317.0,282.0,Cloudy,5.0
UA4924,Delta,SFO,DFW,2023-01-07 02:52:08,2023-01-07 05:41:08,0 days 02:49:00,On Time,945.55,Boeing 737,A12,International,144.0,119.0,Snow,14.0
SW2304,Delta,DFW,ATL,2023-03-08 00:34:38,2023-03-08 08:06:38,0 days 07:32:00,Delayed,1367.62,Embraer 190,D17,3,396.0,233.0,Cloudy,6.0
UA5173,Spirit,SEA,DFW,2023-02-17 12:04:18,2023-02-17 16:53:18,0 days 04:49:00,On Time,782.03,Bombardier CRJ900,B12,2,268.0,144.0,Thunderstorm,6.0
SP8918,Southwest,DFW,BOS,2023-12-25 14:50:44,2023-12-25 20:50:44,0 days 06:00:00,On Time,311.34,Boeing 777,C7,2,361.0,339.0,Clear,11.0
DL3079,Delta,JFK,ATL,2023-12-01 21:37:06,2023-12-02 03:50:06,0 days 06:13:00,On Time,1478.22,Bombardier CRJ900,D13,3,396.0,202.0,Snow,6.0
SP2373,Alaska Airlines,DFW,ORD,2023-06-11 00:59:28,2023-06-11 04:27:28,0 days 03:28:00,Delayed,280.47,Airbus A380,B26,3,315.0,224.0,Thunderstorm,10.0
SP8732,Alaska Airlines,MIA,LAX,2023-01-26 06:20:56,2023-01-26 15:31:56,0 days 09:11:00,Cancelled,948.45,Airbus A380,A21,1,102.0,92.0,Snow,12.0
DL9660,United,DEN,DFW,2023-06-05 03:52:28,2023-06-05 11:24:28,0 days 07:32:00,Delayed,604.29,Boeing 777,C27,2,280.0,209.0,Rain,15.0
SW4726,Spirit,ATL,DFW,2023-03-30 05:27:57,2023-03-30 08:08:57,0 days 02:41:00,Delayed,969.72,Boeing 777,,4,300.0,106.0,Snow,12.0
SP2334,Alaska Airlines,DFW,BOS,2023-06-04 05:39:04,2023-06-04 09:47:04,0 days 04:08:00,On Time,1055.55,Embraer 190,A21,4,280.0,131.0,Snow,12.0
SW8585,Southwest,SFO,ORD,2023-04-04 14:20:40,2023-04-04 17:06:40,0 days 02:46:00,Delayed,1292.39,Airbus A320,D2,International,133.0,98.0,Clear,15.0
AA4731,United,SEA,DEN,2023-04-28 17:54:40,2023-04-29 01:56:40,0 days 08:02:00,On Time,1469.4,Boeing 777,C7,2,293.0,115.0,Rain,14.0
AS8567,JetBlue,BOS,SFO,2023-02-16 06:24:28,2023-02-16 11:39:28,0 days 05:15:00,Delayed,832.73,Embraer 190,C27,1,268.0,239.0,Thunderstorm,11.0
AA1676,Delta,BOS,JFK,2023-05-04 16:03:00,2023-05-04 19:00:00,0 days 02:57:00,Cancelled,702.01,Airbus A380,C16,2,118.0,94.0,Clear,9.0
AA3213,Alaska Airlines,SEA,MIA,2023-08-19 10:26:10,2023-08-19 19:35:10,0 days 09:09:00,Cancelled,134.34,Boeing 737,A10,2,153.0,63.0,,14.0
AA9040,United,SFO,SEA,2023-05-31 21:25:51,2023-06-01 03:04:51,0 days 05:39:00,Delayed,1216.22,Bombardier CRJ900,B20,1,154.0,67.0,Snow,5.0
SW5349,Spirit,LAX,SFO,2023-05-18 22:15:12,2023-05-19 00:48:12,0 days 02:33:00,Delayed,669.69,Airbus A380,A3,2,221.0,104.0,Clear,12.0
SW2571,Alaska Airlines,DEN,ORD,2023-05-19 09:15:55,2023-05-19 14:50:55,0 days 05:35:00,On Time,734.63,Boeing 777,D28,1,379.0,233.0,Cloudy,8.0
AS385,,DFW,ORD,2023-08-18 18:37:09,2023-08-19 04:19:09,0 days 09:42:00,Delayed,1213.2,Embraer 190,C3,2,182.0,71.0,Thunderstorm,5.0
UA8817,American Airlines,ORD,JFK,2023-09-29 12:19:49,2023-09-29 18:42:49,0 days 06:23:00,On Time,897.39,Boeing 737,D6,2,172.0,159.0,Snow,7.0
DL1280,Spirit,MIA,DEN,2023-03-04 17:00:38,2023-03-04 21:08:38,0 days 04:08:00,Cancelled,1204.85,Embraer 190,B4,1,329.0,121.0,Thunderstorm,8.0
SP1034,Alaska Airlines,DFW,JFK,2023-04-30 09:15:04,2023-04-30 15:35:04,0 days 06:20:00,Delayed,1391.49,Embraer 190,A23,4,152.0,65.0,Thunderstorm,8.0
SP9970,,JFK,DFW,2023-10-30 22:21:21,2023-10-31 07:02:21,0 days 08:41:00,On Time,942.51,Boeing 777,B13,2,395.0,294.0,Snow,8.0
AA858,Southwest,ORD,SFO,2023-12-22 16:15:56,2023-12-23 00:08:56,0 days 07:53:00,Delayed,830.7,Airbus A320,D22,4,,381.0,Fog,13.0
SW5627,Delta,ATL,DEN,2023-11-06 22:01:46,2023-11-06 23:26:46,0 days 01:25:00,Delayed,1459.57,Boeing 777,A18,4,380.0,316.0,Thunderstorm,9.0
SP4612,,JFK,BOS,2023-05-13 21:23:41,2023-05-14 07:10:41,0 days 09:47:00,Cancelled,1036.48,Boeing 777,B3,1,125.0,78.0,Clear,14.0
SP1446,United,MIA,JFK,2023-09-07 06:24:28,2023-09-07 15:56:28,0 days 09:32:00,Delayed,466.7,Airbus A380,C15,,182.0,,Clear,14.0
SW8721,American Airlines,ORD,DFW,2023-07-28 13:06:08,2023-07-28 19:43:08,0 days 06:37:00,On Time,1379.97,Airbus A320,D29,1,121.0,55.0,Cloudy,7.0
AS3340,American Airlines,SEA,DEN,2023-09-08 20:22:43,2023-09-09 01:44:43,0 days 05:22:00,Delayed,99.41,Boeing 737,B21,,267.0,183.0,Clear,8.0
UA1584,United,SFO,ATL,2023-02-23 19:53:34,,0 days 07:46:00,Cancelled,1368.03,Bombardier CRJ900,C15,International,174.0,90.0,Cloudy,10.0
DL283,American Airlines,DFW,JFK,2023-02-21 09:49:09,2023-02-21 18:43:09,0 days 08:54:00,Delayed,904.6,Embraer 190,A7,International,293.0,104.0,Snow,13.0
AS4638,American Airlines,ORD,MIA,2023-05-25 08:32:20,2023-05-25 18:00:20,0 days 09:28:00,Cancelled,1457.82,Boeing 737,C11,3,364.0,227.0,Snow,12.0
UA5092,Spirit,ATL,LAX,2023-06-15 02:01:12,2023-06-15 07:11:12,0 days 05:10:00,Cancelled,125.6,Bombardier CRJ900,D12,2,339.0,122.0,Rain,13.0
SP844,JetBlue,LAX,DEN,2023-08-03 18:05:13,2023-08-03 19:17:13,0 days 01:12:00,On Time,575.84,Embraer 190,B14,1,104.0,87.0,Cloudy,14.0
DL2576,Delta,ATL,SFO,2023-04-16 02:47:50,2023-04-16 10:52:50,0 days 08:05:00,Delayed,396.5,Embraer 190,B24,International,197.0,179.0,Snow,7.0
SW5727,Delta,ORD,ATL,2023-11-13 20:04:57,2023-11-13 22:30:57,0 days 02:26:00,On Time,1394.35,Airbus A380,A8,3,368.0,59.0,Cloudy,11.0
AS5020,United,DFW,ATL,2023-07-29 06:56:39,2023-07-29 15:45:39,0 days 08:49:00,On Time,559.17,Bombardier CRJ900,A14,4,277.0,206.0,Rain,12.0
AA9410,American Airlines,ORD,ATL,2023-11-13 16:36:53,2023-11-13 21:29:53,0 days 04:53:00,Delayed,962.31,Airbus A380,D18,International,335.0,160.0,Rain,14.0
AA8961,Delta,SFO,BOS,2023-09-14 04:15:39,2023-09-14 14:00:39,0 days 09:45:00,Cancelled,776.0,Embraer 190,C8,2,191.0,132.0,Fog,9.0
JB3089,JetBlue,DEN,DEN,2023-09-12 11:09:35,2023-09-12 18:27:35,0 days 07:18:00,Delayed,407.52,Boeing 777,D22,1,198.0,84.0,Fog,15.0
SW8370,Alaska Airlines,ORD,SFO,2023-08-14 06:10:36,2023-08-14 11:43:36,0 days 05:33:00,Delayed,295.38,Airbus A380,C3,International,342.0,68.0,Thunderstorm,10.0
SW2153,Southwest,JFK,SEA,2023-01-25 22:03:17,2023-01-26 00:29:17,0 days 02:26:00,Cancelled,304.38,Boeing 737,A2,3,303.0,78.0,Clear,15.0
AA6425,Alaska Airlines,LAX,SEA,2023-09-11 07:27:33,2023-09-11 14:52:33,0 days 07:25:00,Cancelled,237.05,Boeing 777,B30,4,388.0,221.0,Snow,6.0
UA8870,Alaska Airlines,SFO,DFW,2023-02-23 06:16:02,2023-02-23 10:11:02,0 days 03:55:00,Delayed,693.31,Boeing 737,D16,4,168.0,161.0,Rain,8.0
SW785,United,MIA,SFO,2023-02-18 17:15:23,2023-02-19 00:15:23,0 days 07:00:00,On Time,735.35,Boeing 777,A10,3,324.0,260.0,Snow,9.0
