FlightNumber,Airline,Origin,Destination,DepartureTime,ArrivalTime,Duration,Status,Price,AircraftType,GateNumber,Terminal,SeatCapacity,PassengerCount,WeatherCondition,CrewCount,TransportType,VehicleID,ScheduledDeparture,ScheduledArrival,ActualDeparture,ActualArrival,DelayDuration,RouteCode
UA1557,Southwest,ORD,DEN,2023-03-04 00:04:54,2023-03-04 01:15:54,0 days 01:11:00,Cancelled,1184.09,Airbus A380,B16,International,339.0,237.0,Snow,15.0,Flight,UA1557,2023-03-04 00:04:54,2023-03-04 01:15:54,2023-03-04 00:04:54,2023-03-04 01:15:54,0.0,ORD_DEN
UA2378,Delta,SEA,,2023-09-06 11:42:39,2023-09-06 14:32:39,0 days 02:50:00,On Time,1212.77,Boeing 777,D30,International,181.0,104.0,Rain,12.0,Flight,UA2378,2023-09-06 11:42:39,2023-09-06 14:32:39,2023-09-06 11:42:39,2023-09-06 14:32:39,0.0,SEA_
UA6893,American Airlines,JFK,DFW,2023-02-14 19:21:38,2023-02-14 20:26:38,0 days 01:05:00,On Time,91.07,Airbus A380,A28,2,397.0,280.0,Cloudy,13.0,Flight,UA6893,2023-02-14 19:21:38,2023-02-14 20:26:38,2023-02-14 19:21:38,2023-02-14 20:26:38,0.0,JFK_DFW
AS5618,United,ATL,LAX,2023-07-14 11:17:31,2023-07-14 17:47:31,0 days 06:30:00,Delayed,1403.17,Airbus A380,A11,3,138.0,111.0,Fog,5.0,Flight,AS5618,2023-07-14 11:17:31,2023-07-14 17:47:31,2023-07-14 11:17:31,2023-07-14 18:17:31,30.0,ATL_LAX
DL3839,Delta,DEN,ATL,2023-05-01 01:30:59,2023-05-01 10:52:59,0 days 09:22:00,Delayed,960.55,Embraer 190,A23,1,195.0,54.0,Thunderstorm,5.0,Flight,DL3839,2023-05-01 01:30:59,2023-05-01 10:52:59,2023-05-01 01:30:59,2023-05-01 11:22:59,30.0,DEN_ATL
AA2906,United,SFO,SEA,2023-10-17 17:42:49,2023-10-18 02:39:49,0 days 08:57:00,Delayed,245.8,Boeing 737,B29,1,232.0,207.0,Cloudy,5.0,Flight,AA2906,2023-10-17 17:42:49,2023-10-18 02:39:49,2023-10-17 17:42:49,2023-10-18 03:09:49,30.0,SFO_SEA
AS722,Alaska Airlines,SFO,ATL,2023-08-06 01:55:09,2023-08-06 10:54:09,0 days 08:59:00,Delayed,1252.31,Boeing 737,D26,International,245.0,98.0,Snow,14.0,Flight,AS722,2023-08-06 01:55:09,2023-08-06 10:54:09,2023-08-06 01:55:09,2023-08-06 11:24:09,30.0,SFO_ATL
JB9316,Alaska Airlines,SEA,ORD,2023-09-10 07:27:19,2023-09-10 11:12:19,0 days 03:45:00,On Time,538.25,Boeing 737,D29,1,393.0,179.0,Snow,13.0,Flight,JB9316,2023-09-10 07:27:19,2023-09-10 11:12:19,2023-09-10 07:27:19,2023-09-10 11:12:19,0.0,SEA_ORD
UA7357,JetBlue,ORD,LAX,2023-11-30 13:56:59,2023-11-30 19:08:59,0 days 05:12:00,On Time,527.29,Boeing 737,A12,4,,250.0,Rain,14.0,Flight,UA7357,2023-11-30 13:56:59,2023-11-30 19:08:59,2023-11-30 13:56:59,2023-11-30 19:08:59,0.0,ORD_LAX
SW3155,Spirit,LAX,ORD,2023-04-05 09:18:11,2023-04-05 10:14:11,0 days 00:56:00,Cancelled,266.96,Embraer 190,D24,2,143.0,82.0,Clear,5.0,Flight,SW3155,2023-04-05 09:18:11,2023-04-05 10:14:11,2023-04-05 09:18:11,2023-04-05 10:14:11,0.0,LAX_ORD
DL1824,Spirit,SFO,DEN,2023-12-19 02:39:15,2023-12-19 09:49:15,0 days 07:10:00,Cancelled,1371.57,Boeing 737,C21,International,132.0,55.0,Cloudy,10.0,Flight,DL1824,2023-12-19 02:39:15,2023-12-19 09:49:15,2023-12-19 02:39:15,2023-12-19 09:49:15,0.0,SFO_DEN
SP8652,Southwest,SEA,SFO,2023-03-17 11:51:52,2023-03-17 14:17:52,0 days 02:26:00,On Time,1376.39,Airbus A320,B4,1,127.0,83.0,Thunderstorm,11.0,Flight,SP8652,2023-03-17 11:51:52,2023-03-17 14:17:52,2023-03-17 11:51:52,2023-03-17 14:17:52,0.0,SEA_SFO
JB3650,Spirit,ORD,SFO,2023-03-02 19:01:45,2023-03-03 00:27:45,0 days 05:26:00,Delayed,1470.46,Boeing 737,D24,1,287.0,58.0,Thunderstorm,15.0,Flight,JB3650,2023-03-02 19:01:45,2023-03-03 00:27:45,2023-03-02 19:01:45,2023-03-03 00:57:45,30.0,ORD_SFO
UA606,American Airlines,BOS,MIA,2023-12-30 12:07:33,2023-12-30 21:11:33,0 days 09:04:00,Delayed,202.17,Bombardier CRJ900,C8,3,240.0,126.0,Fog,15.0,Flight,UA606,2023-12-30 12:07:33,2023-12-30 21:11:33,2023-12-30 12:07:33,2023-12-30 21:41:33,30.0,BOS_MIA
AA4633,Southwest,DFW,ORD,2023-11-03 12:42:47,2023-11-03 17:12:47,0 days 04:30:00,Delayed,1421.98,Bombardier CRJ900,B2,2,342.0,232.0,Fog,12.0,Flight,AA4633,2023-11-03 12:42:47,2023-11-03 17:12:47,2023-11-03 12:42:47,2023-11-03 17:42:47,30.0,DFW_ORD
SW1362,United,DEN,ATL,2023-08-12 06:49:27,2023-08-12 16:45:27,0 days 09:56:00,On Time,612.6,Boeing 777,D23,International,344.0,110.0,Snow,13.0,Flight,SW1362,2023-08-12 06:49:27,2023-08-12 16:45:27,2023-08-12 06:49:27,2023-08-12 16:45:27,0.0,DEN_ATL
AA6722,Delta,SEA,DFW,2023-08-22 07:52:55,2023-08-22 09:40:55,0 days 01:48:00,Delayed,531.33,Airbus A380,C13,International,381.0,243.0,Cloudy,9.0,Flight,AA6722,2023-08-22 07:52:55,2023-08-22 09:40:55,2023-08-22 07:52:55,2023-08-22 10:10:55,30.0,SEA_DFW
AS6111,JetBlue,SFO,MIA,2023-10-04 08:01:00,2023-10-04 11:55:00,0 days 03:54:00,Delayed,589.09,Airbus A320,D21,4,348.0,235.0,Cloudy,15.0,Flight,AS6111,2023-10-04 08:01:00,2023-10-04 11:55:00,2023-10-04 08:01:00,2023-10-04 12:25:00,30.0,SFO_MIA
JB8246,Southwest,ORD,BOS,2023-09-09 08:55:38,2023-09-09 17:15:38,0 days 08:20:00,On Time,1413.88,Airbus A380,C26,3,102.0,94.0,Snow,6.0,Flight,JB8246,2023-09-09 08:55:38,2023-09-09 17:15:38,2023-09-09 08:55:38,2023-09-09 17:15:38,0.0,ORD_BOS
SP1295,JetBlue,LAX,MIA,2023-10-08 15:16:26,2023-10-08 20:09:26,0 days 04:53:00,Cancelled,1300.99,Airbus A380,B30,1,258.0,244.0,Snow,11.0,Flight,SP1295,2023-10-08 15:16:26,2023-10-08 20:09:26,2023-10-08 15:16:26,2023-10-08 20:09:26,0.0,LAX_MIA
DL3644,Southwest,ATL,JFK,2023-09-24 02:27:48,2023-09-24 09:41:48,,Cancelled,116.22,Airbus A320,D22,1,394.0,310.0,Cloudy,11.0,Flight,DL3644,2023-09-24 02:27:48,2023-09-24 09:41:48,2023-09-24 02:27:48,2023-09-24 09:41:48,0.0,ATL_JFK
SP848,American Airlines,SFO,JFK,2023-04-26 09:06:16,2023-04-26 13:15:16,0 days 04:09:00,Delayed,358.2,Airbus A380,C14,4,393.0,368.0,Thunderstorm,9.0,Flight,SP848,2023-04-26 09:06:16,2023-04-26 13:15:16,2023-04-26 09:06:16,2023-04-26 13:45:16,30.0,SFO_JFK
AS9391,Southwest,ATL,JFK,2023-02-07 00:51:11,2023-02-07 05:11:11,0 days 04:20:00,Delayed,836.63,Airbus A380,A28,1,386.0,147.0,Fog,12.0,Flight,AS9391,2023-02-07 00:51:11,2023-02-07 05:11:11,2023-02-07 00:51:11,2023-02-07 05:41:11,30.0,ATL_JFK
AS7633,Delta,SFO,DEN,2023-10-09 09:28:38,2023-10-09 14:18:38,0 days 04:50:00,On Time,792.52,Embraer 190,A29,3,156.0,100.0,,11.0,Flight,AS7633,2023-10-09 09:28:38,2023-10-09 14:18:38,2023-10-09 09:28:38,2023-10-09 14:18:38,0.0,SFO_DEN
JB4199,Delta,ORD,SFO,2023-03-05 16:26:27,2023-03-05 21:44:27,0 days 05:18:00,On Time,106.92,Boeing 737,B16,3,231.0,124.0,Thunderstorm,13.0,Flight,JB4199,2023-03-05 16:26:27,2023-03-05 21:44:27,2023-03-05 16:26:27,2023-03-05 21:44:27,0.0,ORD_SFO
DL4744,Alaska Airlines,BOS,LAX,2023-09-22 15:40:12,2023-09-23 01:26:12,0 days 09:46:00,Delayed,840.85,Airbus A380,B22,4,240.0,202.0,Fog,10.0,Flight,DL4744,2023-09-22 15:40:12,2023-09-23 01:26:12,2023-09-22 15:40:12,2023-09-23 01:56:12,30.0,BOS_LAX
JB7725,Southwest,ATL,LAX,2023-11-11 03:22:54,2023-11-11 10:43:54,0 days 07:21:00,Delayed,1085.31,Boeing 737,C20,International,365.0,230.0,Fog,8.0,Flight,JB7725,2023-11-11 03:22:54,2023-11-11 10:43:54,2023-11-11 03:22:54,2023-11-11 11:13:54,30.0,ATL_LAX
AS9022,Delta,BOS,SEA,2023-01-12 15:28:31,2023-01-12 16:41:31,0 days 01:13:00,Delayed,135.53,Embraer 190,A19,International,205.0,137.0,Thunderstorm,8.0,Flight,AS9022,2023-01-12 15:28:31,2023-01-12 16:41:31,2023-01-12 15:28:31,2023-01-12 17:11:31,30.0,BOS_SEA
AS9865,Alaska Airlines,LAX,ATL,2023-05-15 11:13:28,2023-05-15 20:18:28,0 days 09:05:00,On Time,250.26,Boeing 737,C19,2,105.0,75.0,Snow,5.0,Flight,AS9865,2023-05-15 11:13:28,2023-05-15 20:18:28,2023-05-15 11:13:28,2023-05-15 20:18:28,0.0,LAX_ATL
UA2003,United,DEN,MIA,2023-09-24 19:24:36,2023-09-24 20:36:36,0 days 01:12:00,On Time,1483.83,Embraer 190,B6,1,386.0,300.0,Cloudy,10.0,Flight,UA2003,2023-09-24 19:24:36,2023-09-24 20:36:36,2023-09-24 19:24:36,2023-09-24 20:36:36,0.0,DEN_MIA
SP9005,Delta,ORD,SEA,2023-11-05 05:48:04,2023-11-05 09:59:04,0 days 04:11:00,Cancelled,834.83,Bombardier CRJ900,A20,1,257.0,91.0,Cloudy,10.0,Flight,SP9005,2023-11-05 05:48:04,2023-11-05 09:59:04,2023-11-05 05:48:04,2023-11-05 09:59:04,0.0,ORD_SEA
AA7649,JetBlue,ORD,JFK,2023-12-22 10:45:49,2023-12-22 17:29:49,0 days 06:44:00,On Time,58.66,Boeing 737,B9,2,318.0,277.0,Snow,13.0,Flight,AA7649,2023-12-22 10:45:49,2023-12-22 17:29:49,2023-12-22 10:45:49,2023-12-22 17:29:49,0.0,ORD_JFK
DL2954,JetBlue,JFK,LAX,2023-10-07 12:46:43,2023-10-07 21:23:43,0 days 08:37:00,On Time,980.07,Airbus A380,C14,International,109.0,76.0,Fog,10.0,Flight,DL2954,2023-10-07 12:46:43,2023-10-07 21:23:43,2023-10-07 12:46:43,2023-10-07 21:23:43,0.0,JFK_LAX
JB3365,JetBlue,LAX,DEN,2023-03-26 06:17:31,2023-03-26 09:01:31,0 days 02:44:00,Cancelled,1264.87,Airbus A380,D1,1,134.0,98.0,Clear,12.0,Flight,JB3365,2023-03-26 06:17:31,2023-03-26 09:01:31,2023-03-26 06:17:31,2023-03-26 09:01:31,0.0,LAX_DEN
JB4732,Southwest,SEA,LAX,2023-03-22 10:56:31,2023-03-22 18:29:31,0 days 07:33:00,Cancelled,973.12,Boeing 737,D22,International,359.0,245.0,Fog,10.0,Flight,JB4732,2023-03-22 10:56:31,2023-03-22 18:29:31,2023-03-22 10:56:31,2023-03-22 18:29:31,0.0,SEA_LAX
DL244,Spirit,JFK,MIA,2023-04-19 02:04:43,2023-04-19 09:58:43,0 days 07:54:00,Cancelled,925.94,Boeing 777,C11,International,224.0,70.0,Fog,9.0,Flight,DL244,2023-04-19 02:04:43,2023-04-19 09:58:43,2023-04-19 02:04:43,2023-04-19 09:58:43,0.0,JFK_MIA
AS9004,JetBlue,ORD,LAX,2023-07-21 23:15:29,2023-07-22 03:40:29,0 days 04:25:00,Cancelled,939.49,Embraer 190,B29,International,142.0,142.0,Snow,15.0,Flight,AS9004,2023-07-21 23:15:29,2023-07-22 03:40:29,2023-07-21 23:15:29,2023-07-22 03:40:29,0.0,ORD_LAX
SW9976,Alaska Airlines,DEN,BOS,2023-08-03 22:01:05,2023-08-03 22:33:05,0 days 00:32:00,Delayed,293.37,Airbus A320,A30,4,339.0,282.0,Cloudy,9.0,Flight,SW9976,2023-08-03 22:01:05,2023-08-03 22:33:05,2023-08-03 22:01:05,2023-08-03 23:03:05,30.0,DEN_BOS
AS7662,Spirit,DEN,BOS,2023-04-27 02:30:55,2023-04-27 05:31:55,0 days 03:01:00,Delayed,331.3,Bombardier CRJ900,B14,2,345.0,145.0,Clear,11.0,Flight,AS7662,2023-04-27 02:30:55,2023-04-27 05:31:55,2023-04-27 02:30:55,2023-04-27 06:01:55,30.0,DEN_BOS
AS6793,,ATL,ORD,2023-07-10 18:20:04,2023-07-11 00:46:04,0 days 06:26:00,Cancelled,145.62,Embraer 190,D10,2,368.0,310.0,Thunderstorm,15.0,Flight,AS6793,2023-07-10 18:20:04,2023-07-11 00:46:04,2023-07-10 18:20:04,2023-07-11 00:46:04,0.0,ATL_ORD
SW6176,American Airlines,DEN,LAX,2023-08-16 19:17:47,2023-08-16 23:59:47,0 days 04:42:00,On Time,1011.77,Boeing 777,A18,International,141.0,102.0,Clear,11.0,Flight,SW6176,2023-08-16 19:17:47,2023-08-16 23:59:47,2023-08-16 19:17:47,2023-08-16 23:59:47,0.0,DEN_LAX
JB1906,Delta,MIA,ORD,2023-02-21 23:36:32,2023-02-22 04:40:32,0 days 05:04:00,Delayed,1027.35,Airbus A380,C28,4,337.0,208.0,Snow,8.0,Flight,JB1906,2023-02-21 23:36:32,2023-02-22 04:40:32,2023-02-21 23:36:32,2023-02-22 05:10:32,30.0,MIA_ORD
SW6078,American Airlines,SEA,JFK,2023-01-25 01:09:19,2023-01-25 07:07:19,0 days 05:58:00,Delayed,1240.67,Embraer 190,D11,4,390.0,167.0,Fog,12.0,Flight,SW6078,2023-01-25 01:09:19,2023-01-25 07:07:19,2023-01-25 01:09:19,2023-01-25 07:37:19,30.0,SEA_JFK
SW8483,American Airlines,SFO,MIA,2023-02-09 20:35:33,2023-02-10 00:23:33,0 days 03:48:00,Delayed,1308.2,Boeing 777,D1,1,395.0,168.0,Snow,14.0,Flight,SW8483,2023-02-09 20:35:33,2023-02-10 00:23:33,2023-02-09 20:35:33,2023-02-10 00:53:33,30.0,SFO_MIA
JB6944,United,LAX,SFO,2023-11-04 21:01:55,2023-11-04 23:43:55,0 days 02:42:00,Delayed,506.29,Bombardier CRJ900,B8,4,276.0,123.0,Snow,5.0,Flight,JB6944,2023-11-04 21:01:55,2023-11-04 23:43:55,2023-11-04 21:01:55,2023-11-05 00:13:55,30.0,LAX_SFO
AS8642,Alaska Airlines,SFO,JFK,2023-04-10 03:37:36,2023-04-10 06:03:36,0 days 02:26:00,Cancelled,1040.39,Embraer 190,D20,International,377.0,326.0,Cloudy,14.0,Flight,AS8642,2023-04-10 03:37:36,2023-04-10 06:03:36,2023-04-10 03:37:36,2023-04-10 06:03:36,0.0,SFO_JFK
SP9215,Alaska Airlines,ORD,BOS,2023-08-17 19:18:14,2023-08-18 00:14:14,0 days 04:56:00,On Time,781.28,Embraer 190,D8,3,118.0,69.0,Fog,7.0,Flight,SP9215,2023-08-17 19:18:14,2023-08-18 00:14:14,2023-08-17 19:18:14,2023-08-18 00:14:14,0.0,ORD_BOS
JB6617,,SFO,JFK,2023-03-03 01:48:22,2023-03-03 09:33:22,0 days 07:45:00,Cancelled,912.79,Bombardier CRJ900,D23,2,222.0,156.0,Clear,9.0,Flight,JB6617,2023-03-03 01:48:22,2023-03-03 09:33:22,2023-03-03 01:48:22,2023-03-03 09:33:22,0.0,SFO_JFK
AS3301,Southwest,ORD,DEN,2023-09-09 02:14:24,2023-09-09 06:44:24,0 days 04:30:00,Cancelled,311.07,Bombardier CRJ900,C29,International,180.0,158.0,Thunderstorm,8.0,Flight,AS3301,2023-09-09 02:14:24,2023-09-09 06:44:24,2023-09-09 02:14:24,2023-09-09 06:44:24,0.0,ORD_DEN
AA4870,Southwest,MIA,ATL,2023-11-06 20:10:28,2023-11-07 03:18:28,0 days 07:08:00,Cancelled,804.9,Bombardier CRJ900,D13,3,188.0,50.0,Cloudy,15.0,Flight,AA4870,2023-11-06 20:10:28,2023-11-07 03:18:28,2023-11-06 20:10:28,2023-11-07 03:18:28,0.0,MIA_ATL
AS2941,Southwest,LAX,SEA,2023-07-15 07:55:33,2023-07-15 11:29:33,0 days 03:34:00,On Time,992.25,,D2,1,171.0,147.0,Snow,14.0,Flight,AS2941,2023-07-15 07:55:33,2023-07-15 11:29:33,2023-07-15 07:55:33,2023-07-15 11:29:33,0.0,LAX_SEA
SP1161,JetBlue,ATL,ORD,2023-08-17 18:22:06,2023-08-17 21:15:06,0 days 02:53:00,Cancelled,616.06,Embraer 190,A10,1,324.0,264.0,Fog,7.0,Flight,SP1161,2023-08-17 18:22:06,2023-08-17 21:15:06,2023-08-17 18:22:06,2023-08-17 21:15:06,0.0,ATL_ORD
UA4752,American Airlines,JFK,LAX,2023-06-12 23:32:33,2023-06-13 04:21:33,0 days 04:49:00,Delayed,713.81,Bombardier CRJ900,C9,1,170.0,148.0,Fog,13.0,Flight,UA4752,2023-06-12 23:32:33,2023-06-13 04:21:33,2023-06-12 23:32:33,2023-06-13 04:51:33,30.0,JFK_LAX
AS4655,Alaska Airlines,MIA,DEN,2023-04-05 13:10:20,2023-04-05 21:15:20,0 days 08:05:00,Delayed,584.53,Boeing 777,A14,1,308.0,196.0,Thunderstorm,8.0,Flight,AS4655,2023-04-05 13:10:20,2023-04-05 21:15:20,2023-04-05 13:10:20,2023-04-05 21:45:20,30.0,MIA_DEN
SW9286,Spirit,ATL,SFO,2023-01-09 05:59:00,2023-01-09 12:28:00,0 days 06:29:00,Cancelled,974.81,Boeing 777,D4,1,350.0,218.0,Rain,,Flight,SW9286,2023-01-09 05:59:00,2023-01-09 12:28:00,2023-01-09 05:59:00,2023-01-09 12:28:00,0.0,ATL_SFO
DL2676,Spirit,MIA,LAX,2023-12-02 17:46:38,2023-12-03 02:22:38,0 days 08:36:00,Cancelled,869.39,Bombardier CRJ900,D27,3,258.0,125.0,Rain,13.0,Flight,DL2676,2023-12-02 17:46:38,2023-12-03 02:22:38,2023-12-02 17:46:38,2023-12-03 02:22:38,0.0,MIA_LAX
JB3752,Alaska Airlines,MIA,ORD,2023-09-14 04:51:04,2023-09-14 14:49:04,0 days 09:58:00,Delayed,320.63,Embraer 190,B16,International,269.0,83.0,Snow,9.0,Flight,JB3752,2023-09-14 04:51:04,2023-09-14 14:49:04,2023-09-14 04:51:04,2023-09-14 15:19:04,30.0,MIA_ORD
SW4530,Alaska Airlines,DEN,BOS,2023-03-15 11:40:26,2023-03-15 17:29:26,0 days 05:49:00,Delayed,318.82,Embraer 190,A17,International,267.0,212.0,Fog,5.0,Flight,SW4530,2023-03-15 11:40:26,2023-03-15 17:29:26,2023-03-15 11:40:26,2023-03-15 17:59:26,30.0,DEN_BOS
AS6783,Spirit,MIA,ATL,2023-02-24 09:50:44,2023-02-24 14:49:44,0 days 04:59:00,On Time,1209.44,Bombardier CRJ900,C28,3,113.0,55.0,Clear,15.0,Flight,AS6783,2023-02-24 09:50:44,2023-02-24 14:49:44,2023-02-24 09:50:44,2023-02-24 14:49:44,0.0,MIA_ATL
SW6389,Spirit,SEA,ORD,2023-07-10 02:28:06,2023-07-10 04:51:06,0 days 02:23:00,On Time,265.75,Airbus A320,C25,2,328.0,166.0,Snow,14.0,Flight,SW6389,2023-07-10 02:28:06,2023-07-10 04:51:06,2023-07-10 02:28:06,2023-07-10 04:51:06,0.0,SEA_ORD
AA8989,Spirit,JFK,DFW,2023-09-15 14:23:54,2023-09-15 19:45:54,0 days 05:22:00,On Time,602.44,Boeing 777,D29,3,331.0,197.0,Clear,6.0,Flight,AA8989,2023-09-15 14:23:54,2023-09-15 19:45:54,2023-09-15 14:23:54,2023-09-15 19:45:54,0.0,JFK_DFW
UA6151,Southwest,DFW,BOS,2023-11-20 02:20:17,2023-11-20 11:44:17,0 days 09:24:00,Delayed,977.76,Bombardier CRJ900,C18,4,246.0,130.0,Thunderstorm,9.0,Flight,UA6151,2023-11-20 02:20:17,2023-11-20 11:44:17,2023-11-20 02:20:17,2023-11-20 12:14:17,30.0,DFW_BOS
AS3193,Southwest,DEN,ATL,2023-09-13 12:17:50,2023-09-13 20:55:50,0 days 08:38:00,Cancelled,410.06,Embraer 190,A7,4,112.0,55.0,Cloudy,10.0,Flight,AS3193,2023-09-13 12:17:50,2023-09-13 20:55:50,2023-09-13 12:17:50,2023-09-13 20:55:50,0.0,DEN_ATL
DL4449,United,BOS,ORD,2023-10-28 07:29:54,2023-10-28 13:32:54,0 days 06:03:00,Cancelled,385.26,Airbus A380,A15,4,303.0,232.0,Clear,13.0,Flight,DL4449,2023-10-28 07:29:54,2023-10-28 13:32:54,2023-10-28 07:29:54,2023-10-28 13:32:54,0.0,BOS_ORD
SW1682,Spirit,LAX,SEA,2023-08-01 04:40:04,2023-08-01 12:07:04,0 days 07:27:00,Delayed,539.3,Bombardier CRJ900,A25,4,352.0,149.0,Snow,6.0,Flight,SW1682,2023-08-01 04:40:04,2023-08-01 12:07:04,2023-08-01 04:40:04,2023-08-01 12:37:04,30.0,LAX_SEA
SW9314,Delta,SEA,LAX,2023-04-08 23:08:25,2023-04-08 23:47:25,0 days 00:39:00,Delayed,805.91,Airbus A320,C15,1,326.0,73.0,Clear,13.0,Flight,SW9314,2023-04-08 23:08:25,2023-04-08 23:47:25,2023-04-08 23:08:25,2023-04-09 00:17:25,30.0,SEA_LAX
,Southwest,DFW,SEA,2023-05-16 05:58:46,2023-05-16 11:16:46,0 days 05:18:00,On Time,265.21,Boeing 777,D7,3,259.0,73.0,Fog,8.0,Flight,,2023-05-16 05:58:46,2023-05-16 11:16:46,2023-05-16 05:58:46,2023-05-16 11:16:46,0.0,DFW_SEA
SP2080,United,MIA,JFK,2023-12-01 15:45:54,2023-12-01 21:28:54,0 days 05:43:00,Cancelled,1342.15,Airbus A380,A27,4,338.0,266.0,Clear,9.0,Flight,SP2080,2023-12-01 15:45:54,2023-12-01 21:28:54,2023-12-01 15:45:54,2023-12-01 21:28:54,0.0,MIA_JFK
AA6144,Delta,MIA,LAX,2023-07-12 08:52:03,2023-07-12 10:38:03,0 days 01:46:00,Delayed,329.13,Airbus A320,A28,4,249.0,63.0,Fog,10.0,Flight,AA6144,2023-07-12 08:52:03,2023-07-12 10:38:03,2023-07-12 08:52:03,2023-07-12 11:08:03,30.0,MIA_LAX
SP7629,Alaska Airlines,DFW,SFO,2023-12-03 00:44:56,2023-12-03 04:14:56,0 days 03:30:00,Delayed,259.08,Airbus A380,B2,1,392.0,355.0,Fog,7.0,Flight,SP7629,2023-12-03 00:44:56,2023-12-03 04:14:56,2023-12-03 00:44:56,2023-12-03 04:44:56,30.0,DFW_SFO
SW4444,Delta,JFK,DEN,2023-03-29 16:04:33,2023-03-29 18:40:33,0 days 02:36:00,Delayed,1043.36,Bombardier CRJ900,C22,2,158.0,124.0,,6.0,Flight,SW4444,2023-03-29 16:04:33,2023-03-29 18:40:33,2023-03-29 16:04:33,2023-03-29 19:10:33,30.0,JFK_DEN
DL9647,Spirit,MIA,SFO,2023-03-25 06:56:58,2023-03-25 12:17:58,0 days 05:21:00,Cancelled,615.07,Embraer 190,A16,2,320.0,119.0,Clear,9.0,Flight,DL9647,2023-03-25 06:56:58,2023-03-25 12:17:58,2023-03-25 06:56:58,2023-03-25 12:17:58,0.0,MIA_SFO
SP6973,Southwest,BOS,SEA,2023-08-24 20:45:24,2023-08-25 04:02:24,0 days 07:17:00,Cancelled,459.97,Embraer 190,B6,2,366.0,56.0,Thunderstorm,15.0,Flight,SP6973,2023-08-24 20:45:24,2023-08-25 04:02:24,2023-08-24 20:45:24,2023-08-25 04:02:24,0.0,BOS_SEA
DL5706,JetBlue,LAX,DEN,2023-02-28 18:40:19,2023-03-01 02:15:19,0 days 07:35:00,On Time,222.16,Boeing 777,A12,1,122.0,98.0,Clear,9.0,Flight,DL5706,2023-02-28 18:40:19,2023-03-01 02:15:19,2023-02-28 18:40:19,2023-03-01 02:15:19,0.0,LAX_DEN
DL1617,Alaska Airlines,SFO,SEA,2023-07-10 01:36:21,2023-07-10 10:52:21,0 days 09:16:00,On Time,598.83,Bombardier CRJ900,A21,2,158.0,153.0,Cloudy,5.0,Flight,DL1617,2023-07-10 01:36:21,2023-07-10 10:52:21,2023-07-10 01:36:21,2023-07-10 10:52:21,0.0,SFO_SEA
JB8631,Southwest,SEA,MIA,2023-06-13 16:28:02,2023-06-13 21:03:02,0 days 04:35:00,Delayed,578.74,Airbus A320,C7,1,398.0,369.0,Fog,7.0,Flight,JB8631,2023-06-13 16:28:02,2023-06-13 21:03:02,2023-06-13 16:28:02,2023-06-13 21:33:02,30.0,SEA_MIA
SP1640,Delta,ORD,DFW,2023-05-03 09:30:29,2023-05-03 17:37:29,0 days 08:07:00,Delayed,1019.79,Airbus A380,A30,International,324.0,58.0,Rain,5.0,Flight,SP1640,2023-05-03 09:30:29,2023-05-03 17:37:29,2023-05-03 09:30:29,2023-05-03 18:07:29,30.0,ORD_DFW
DL4263,American Airlines,ORD,SFO,2023-10-04 11:53:00,2023-10-04 14:35:00,0 days 02:42:00,Delayed,878.98,Airbus A380,B12,International,362.0,316.0,Cloudy,10.0,Flight,DL4263,2023-10-04 11:53:00,2023-10-04 14:35:00,2023-10-04 11:53:00,2023-10-04 15:05:00,30.0,ORD_SFO
DL6979,JetBlue,SEA,ATL,2023-03-02 20:41:39,2023-03-02 21:18:39,0 days 00:37:00,Cancelled,686.25,Airbus A380,B5,1,141.0,50.0,Fog,8.0,Flight,DL6979,2023-03-02 20:41:39,2023-03-02 21:18:39,2023-03-02 20:41:39,2023-03-02 21:18:39,0.0,SEA_ATL
DL3535,JetBlue,DFW,SFO,2023-11-21 15:01:50,2023-11-21 19:57:50,0 days 04:56:00,On Time,1069.35,Airbus A380,,4,193.0,143.0,Snow,14.0,Flight,DL3535,2023-11-21 15:01:50,2023-11-21 19:57:50,2023-11-21 15:01:50,2023-11-21 19:57:50,0.0,DFW_SFO
JB343,American Airlines,DFW,ATL,2023-08-27 12:04:40,2023-08-27 21:50:40,0 days 09:46:00,Delayed,1046.08,Boeing 777,B7,2,268.0,62.0,Clear,15.0,Flight,JB343,2023-08-27 12:04:40,2023-08-27 21:50:40,2023-08-27 12:04:40,2023-08-27 22:20:40,30.0,DFW_ATL
SP3352,Delta,ATL,LAX,2023-09-22 12:07:34,2023-09-22 21:47:34,0 days 09:40:00,Cancelled,250.41,Airbus A380,C15,3,271.0,59.0,Thunderstorm,12.0,Flight,SP3352,2023-09-22 12:07:34,2023-09-22 21:47:34,2023-09-22 12:07:34,2023-09-22 21:47:34,0.0,ATL_LAX
UA735,JetBlue,LAX,DEN,2023-11-25 12:07:20,2023-11-25 16:30:20,0 days 04:23:00,Delayed,631.23,Boeing 777,A11,1,245.0,114.0,Rain,11.0,Flight,UA735,2023-11-25 12:07:20,2023-11-25 16:30:20,2023-11-25 12:07:20,2023-11-25 17:00:20,30.0,LAX_DEN
